_id,Policy_Number,Base_Policy,Month,Month_Claimed,Age_Group,Age_Of_Vehicle,Fault,Past_Number_Of_Claims,Year,Fraud,Insurance_Amount,Vehicle,Accident_Area
655e239691d67ee903e57113,13481,All Perils,Sep,Sep,41-50,more than 7,Policy Holder,4,1996,0,12155,655d395b7086282ba8e08124,655d5a177086282ba8e0815c
655e239691d67ee903e57114,13482,Collision,Jul,Jul,31-40,7 years,Policy Holder,0,1996,1,21634,655d395b7086282ba8e0812e,655d5a177086282ba8e08158
655e239691d67ee903e57115,13483,Collision,Nov,Nov,21-30,6 years,Policy Holder,0,1996,1,18757,655d395b7086282ba8e08127,655d5a177086282ba8e08157
655e239691d67ee903e57116,13484,All Perils,Oct,Nov,21-30,6 years,Policy Holder,0,1996,1,16632,655d395b7086282ba8e08142,655d5a177086282ba8e0815b
655e239691d67ee903e57117,13485,Collision,Jan,Jan,41-50,7 years,Policy Holder,0,1996,0,17974,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239691d67ee903e57118,13486,Collision,Dec,Dec,61-70,more than 7,Third Party,0,1996,0,11544,655d395b7086282ba8e0813e,655d5a177086282ba8e08151
655e239691d67ee903e57119,13487,Collision,Jun,Jun,21-30,6 years,Policy Holder,0,1996,1,23458,655d395b7086282ba8e08127,655d5a177086282ba8e0815c
655e239691d67ee903e5711a,13488,Liability,May,May,21-30,5 years,Policy Holder,0,1996,0,53290,655d395b7086282ba8e0813d,655d5a177086282ba8e08155
655e239691d67ee903e5711b,13489,Collision,Jul,Jul,21-30,6 years,Policy Holder,0,1996,0,23541,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239691d67ee903e5711c,13490,Collision,Mar,Apr,20-Nov,new,Policy Holder,1,1996,0,25686,655d395b7086282ba8e0812e,655d5a177086282ba8e0814f
655e239691d67ee903e5711d,13491,All Perils,Jan,Feb,31-40,7 years,Policy Holder,1,1996,0,28098,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239691d67ee903e5711e,13492,All Perils,Oct,Nov,41-50,more than 7,Policy Holder,1,1996,0,13997,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239691d67ee903e5711f,13493,All Perils,Nov,Nov,21-30,6 years,Policy Holder,4,1996,0,25568,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239691d67ee903e57120,13494,Liability,Sep,Nov,21-30,5 years,Policy Holder,3,1996,0,67861,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239691d67ee903e57121,13495,All Perils,Jan,Jan,31-40,5 years,Third Party,0,1996,0,19740,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239691d67ee903e57122,13496,All Perils,May,Jul,31-40,5 years,Policy Holder,0,1996,0,19058,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239691d67ee903e57123,13497,All Perils,Oct,Oct,21-30,6 years,Policy Holder,4,1996,0,27648,655d395b7086282ba8e08137,655d5a177086282ba8e0815a
655e239691d67ee903e57124,13498,Collision,Oct,Oct,31-40,7 years,Third Party,0,1996,0,63028,655d395b7086282ba8e08134,655d5a177086282ba8e0815b
655e239691d67ee903e57125,13499,Liability,Sep,Sep,61-70,more than 7,Policy Holder,2,1996,0,63798,655d395b7086282ba8e08125,655d5a177086282ba8e0815c
655e239691d67ee903e57126,13500,Collision,Feb,Feb,21-30,7 years,Third Party,1,1996,1,19841,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239691d67ee903e57127,13501,Liability,Feb,Feb,41-50,more than 7,Third Party,1,1996,1,58818,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239691d67ee903e57128,13502,Liability,Nov,Nov,41-50,6 years,Policy Holder,3,1996,0,52461,655d395b7086282ba8e0814a,655d5a177086282ba8e08156
655e239691d67ee903e57129,13503,Liability,Jul,Jul,31-40,more than 7,Third Party,2,1996,0,58828,655d395b7086282ba8e08134,655d5a177086282ba8e08158
655e239691d67ee903e5712a,13504,Liability,Jun,Jun,41-50,5 years,Policy Holder,2,1996,1,68673,655d395b7086282ba8e0812d,655d5a177086282ba8e08156
655e239691d67ee903e5712b,13505,Collision,Oct,Oct,21-30,4 years,Third Party,1,1996,1,24700,655d395b7086282ba8e0813e,655d5a177086282ba8e0814f
655e239691d67ee903e5712c,13506,Liability,Jan,Jan,31-40,7 years,Third Party,5,1996,0,51799,655d395b7086282ba8e08134,655d5a177086282ba8e0815a
655e239691d67ee903e5712d,13507,Collision,Jul,Aug,21-30,6 years,Policy Holder,1,1996,0,22268,655d395b7086282ba8e08124,655d5a177086282ba8e0815c
655e239691d67ee903e5712e,13508,Collision,Jul,Jul,51-60,more than 7,Third Party,1,1996,0,24975,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239691d67ee903e5712f,13509,Liability,May,May,31-40,4 years,Policy Holder,0,1996,1,61488,655d395b7086282ba8e0813d,655d5a177086282ba8e08155
655e239691d67ee903e57130,13510,Liability,Apr,Apr,21-30,5 years,Policy Holder,2,1996,1,56684,655d395b7086282ba8e0812d,655d5a177086282ba8e0814e
655e239691d67ee903e57131,13511,Liability,Oct,Oct,21-30,6 years,Third Party,2,1996,1,65286,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239691d67ee903e57132,13512,Liability,Oct,Oct,21-30,4 years,Policy Holder,0,1996,0,65585,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239691d67ee903e57133,13513,All Perils,Oct,Oct,31-40,5 years,Third Party,1,1996,0,28186,655d395b7086282ba8e08133,655d5a177086282ba8e0815c
655e239691d67ee903e57134,13514,Collision,Oct,Oct,21-30,6 years,Policy Holder,3,1996,0,25068,655d395b7086282ba8e0811f,655d5a177086282ba8e0815b
655e239691d67ee903e57135,13515,Liability,May,May,61-70,more than 7,Policy Holder,0,1996,0,54856,655d395b7086282ba8e0813d,655d5a177086282ba8e08159
655e239691d67ee903e57136,13516,Liability,Sep,Oct,31-40,7 years,Policy Holder,2,1996,1,59106,655d395b7086282ba8e08146,655d5a177086282ba8e08156
655e239691d67ee903e57137,13517,Liability,Feb,Feb,31-40,6 years,Third Party,3,1996,0,66991,655d395b7086282ba8e08146,655d5a177086282ba8e08158
655e239691d67ee903e57138,13518,Collision,Jul,Jul,31-40,more than 7,Policy Holder,0,1996,0,51040,655d395b7086282ba8e08134,655d5a177086282ba8e08155
655e239691d67ee903e57139,13519,Liability,Jan,Jan,41-50,more than 7,Third Party,0,1996,1,55886,655d395b7086282ba8e0813d,655d5a177086282ba8e0815c
655e239691d67ee903e5713a,13520,Collision,Oct,Nov,61-70,more than 7,Policy Holder,0,1996,0,24463,655d395b7086282ba8e08147,655d5a177086282ba8e08154
655e239691d67ee903e5713b,13521,Liability,Oct,Oct,21-30,6 years,Policy Holder,2,1996,0,65119,655d395b7086282ba8e08146,655d5a177086282ba8e0815a
655e239691d67ee903e5713c,13522,All Perils,Sep,Sep,31-40,7 years,Third Party,3,1996,0,11571,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239691d67ee903e5713d,13523,Collision,Jul,Sep,21-30,7 years,Policy Holder,4,1996,0,18337,655d395b7086282ba8e0812c,655d5a177086282ba8e0815c
655e239691d67ee903e5713e,13524,All Perils,Aug,Oct,31-40,3 years,Policy Holder,0,1996,0,13950,655d395b7086282ba8e08124,655d5a177086282ba8e08153
655e239691d67ee903e5713f,13525,All Perils,Jun,Jun,31-40,7 years,Third Party,4,1996,0,19074,655d395b7086282ba8e08133,655d5a177086282ba8e08154
655e239691d67ee903e57140,13526,All Perils,Jun,Jun,21-30,7 years,Policy Holder,3,1996,1,12092,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239691d67ee903e57141,13527,Liability,Nov,Nov,41-50,6 years,Policy Holder,4,1996,0,56530,655d395b7086282ba8e0814a,655d5a177086282ba8e0815a
655e239691d67ee903e57142,13528,All Perils,Jul,Jul,41-50,7 years,Third Party,0,1996,0,27439,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239691d67ee903e57143,13529,Collision,Jan,Jan,21-30,7 years,Policy Holder,2,1996,0,15387,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239691d67ee903e57144,13530,Collision,Mar,Mar,41-50,more than 7,Third Party,0,1996,1,62070,655d395b7086282ba8e08134,655d5a177086282ba8e08159
655e239691d67ee903e57145,13531,Collision,Jan,Jan,21-30,5 years,Policy Holder,3,1996,0,21149,655d395b7086282ba8e08133,655d5a177086282ba8e08153
655e239691d67ee903e57146,13532,All Perils,Jun,Jun,51-60,more than 7,Third Party,4,1996,1,23804,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239691d67ee903e57147,13533,Collision,Oct,Oct,41-50,6 years,Policy Holder,0,1996,0,14071,655d395b7086282ba8e08149,655d5a177086282ba8e0815a
655e239691d67ee903e57148,13534,Liability,Mar,Mar,41-50,6 years,Policy Holder,0,1996,1,59869,655d395b7086282ba8e0812d,655d5a177086282ba8e0815b
655e239691d67ee903e57149,13535,Collision,Jul,Jul,51-60,7 years,Policy Holder,3,1996,1,25452,655d395b7086282ba8e08124,655d5a177086282ba8e08154
655e239691d67ee903e5714a,13536,Collision,Feb,Feb,31-40,more than 7,Third Party,0,1996,1,18679,655d395b7086282ba8e0812e,655d5a177086282ba8e08155
655e239691d67ee903e5714b,13537,All Perils,Jan,Feb,51-60,more than 7,Policy Holder,0,1996,0,14188,655d395b7086282ba8e0812e,655d5a177086282ba8e08157
655e239691d67ee903e5714c,13538,All Perils,Jan,Jan,41-50,more than 7,Policy Holder,0,1996,0,26342,655d395b7086282ba8e08124,655d5a177086282ba8e08158
655e239691d67ee903e5714d,13539,All Perils,Jan,Feb,51-60,more than 7,Policy Holder,0,1996,0,28674,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239691d67ee903e5714e,13540,All Perils,Jan,Feb,31-40,7 years,Third Party,0,1996,0,19175,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239691d67ee903e5714f,13541,All Perils,Jan,Jan,21-30,7 years,Third Party,0,1996,0,17560,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239691d67ee903e57150,13542,Collision,Jul,Jul,41-50,7 years,Third Party,0,1996,0,20835,655d395b7086282ba8e08133,655d5a177086282ba8e08150
655e239691d67ee903e57151,13543,Liability,Jan,Jan,31-40,7 years,Policy Holder,4,1996,0,67191,655d395b7086282ba8e08134,655d5a177086282ba8e08152
655e239691d67ee903e57152,13544,All Perils,Jan,Jan,41-50,7 years,Policy Holder,0,1996,0,15235,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239691d67ee903e57153,13545,Liability,Jan,Jan,21-30,7 years,Policy Holder,3,1996,0,56517,655d395b7086282ba8e08134,655d5a177086282ba8e0814e
655e239691d67ee903e57154,13546,All Perils,Jan,Jan,41-50,more than 7,Policy Holder,4,1996,0,22160,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239691d67ee903e57155,13547,Collision,Oct,Oct,71-80,more than 7,Policy Holder,0,1996,0,22962,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239691d67ee903e57156,13548,All Perils,Jul,Jul,41-50,6 years,Third Party,0,1996,0,12567,655d395b7086282ba8e08147,655d5a177086282ba8e08155
655e239691d67ee903e57157,13549,Collision,Jul,Jul,31-40,6 years,Policy Holder,0,1996,1,29045,655d395b7086282ba8e08133,655d5a177086282ba8e0815c
655e239691d67ee903e57158,13550,All Perils,Feb,Feb,41-50,more than 7,Third Party,0,1996,0,11482,655d395b7086282ba8e08133,655d5a177086282ba8e08159
655e239691d67ee903e57159,13551,All Perils,Feb,Feb,31-40,7 years,Policy Holder,4,1996,0,17315,655d395b7086282ba8e08147,655d5a177086282ba8e08155
655e239691d67ee903e5715a,13552,Collision,Jul,Jul,31-40,7 years,Third Party,0,1996,0,23526,655d395b7086282ba8e08133,655d5a177086282ba8e08158
655e239691d67ee903e5715b,13553,Collision,Dec,Jan,41-50,7 years,Policy Holder,0,1996,0,19065,655d395b7086282ba8e0813e,655d5a177086282ba8e08157
655e239691d67ee903e5715c,13554,All Perils,Dec,Dec,20-Nov,new,Policy Holder,0,1996,0,12194,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239691d67ee903e5715d,13555,All Perils,Mar,Mar,31-40,7 years,Policy Holder,3,1996,0,14443,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239691d67ee903e5715e,13556,Collision,Feb,Feb,31-40,6 years,Third Party,4,1996,0,23029,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239691d67ee903e5715f,13557,All Perils,Feb,Feb,21-30,6 years,Third Party,0,1996,1,11541,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239691d67ee903e57160,13558,Liability,Apr,Apr,20-Nov,new,Policy Holder,5,1996,0,51884,655d395b7086282ba8e0812d,655d5a177086282ba8e0815b
655e239691d67ee903e57161,13559,Liability,Mar,Mar,31-40,7 years,Policy Holder,2,1996,1,57225,655d395b7086282ba8e0812b,655d5a177086282ba8e08158
655e239691d67ee903e57162,13560,Collision,Mar,Mar,51-60,more than 7,Third Party,0,1996,0,14159,655d395b7086282ba8e0811f,655d5a177086282ba8e08154
655e239691d67ee903e57163,13561,All Perils,Feb,Mar,31-40,7 years,Policy Holder,1,1996,0,25756,655d395b7086282ba8e08127,655d5a177086282ba8e0815c
655e239691d67ee903e57164,13562,Collision,Feb,Feb,21-30,7 years,Policy Holder,0,1996,1,20281,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239691d67ee903e57165,13563,All Perils,Feb,Feb,41-50,more than 7,Policy Holder,4,1996,0,26290,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239691d67ee903e57166,13564,All Perils,Feb,Feb,61-70,7 years,Policy Holder,0,1996,0,23474,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239691d67ee903e57167,13565,Liability,Feb,Feb,31-40,more than 7,Policy Holder,5,1996,0,65735,655d395b7086282ba8e08125,655d5a177086282ba8e08159
655e239691d67ee903e57168,13566,All Perils,Jan,Jan,71-80,more than 7,Policy Holder,1,1996,1,27615,655d395b7086282ba8e08124,655d5a177086282ba8e08158
655e239691d67ee903e57169,13567,Liability,Jan,Jan,41-50,more than 7,Policy Holder,4,1996,0,57405,655d395b7086282ba8e0812d,655d5a177086282ba8e08157
655e239691d67ee903e5716a,13568,Liability,Jan,Jan,41-50,7 years,Policy Holder,0,1996,0,51875,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239691d67ee903e5716b,13569,Liability,Jan,Jan,21-30,7 years,Policy Holder,3,1996,0,56875,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239691d67ee903e5716c,13570,Liability,Mar,Mar,51-60,more than 7,Policy Holder,5,1996,0,52263,655d395b7086282ba8e08123,655d5a177086282ba8e08159
655e239691d67ee903e5716d,13571,Collision,Mar,Apr,41-50,more than 7,Policy Holder,4,1996,0,25001,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239691d67ee903e5716e,13572,Liability,Jun,Jun,51-60,7 years,Policy Holder,3,1996,0,68010,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239691d67ee903e5716f,13573,Liability,Jul,Aug,31-40,7 years,Policy Holder,6,1996,0,57617,655d395b7086282ba8e08121,655d5a177086282ba8e0814e
655e239691d67ee903e57170,13574,All Perils,Jul,Jul,51-60,more than 7,Third Party,0,1996,0,11385,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239691d67ee903e57171,13575,Collision,Mar,Mar,51-60,7 years,Policy Holder,6,1996,1,26379,655d395b7086282ba8e0811f,655d5a177086282ba8e08154
655e239691d67ee903e57172,13576,All Perils,Jan,Mar,51-60,7 years,Policy Holder,0,1996,0,46409,655d395b7086282ba8e08120,655d5a177086282ba8e0815b
655e239691d67ee903e57173,13577,Collision,Jan,Feb,41-50,more than 7,Policy Holder,0,1996,0,14917,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239691d67ee903e57174,13578,Liability,Jun,Jan,31-40,more than 7,Third Party,6,1996,0,51123,655d395b7086282ba8e08146,655d5a177086282ba8e08155
655e239691d67ee903e57175,13579,All Perils,May,Jul,31-40,more than 7,Policy Holder,0,1996,0,23638,655d395b7086282ba8e08147,655d5a177086282ba8e08157
655e239691d67ee903e57176,13580,All Perils,Jul,Jul,51-60,7 years,Policy Holder,1,1996,1,38745,655d395b7086282ba8e08135,655d5a177086282ba8e08158
655e239691d67ee903e57177,13581,Collision,Jun,Jun,31-40,7 years,Policy Holder,1,1996,1,18021,655d395b7086282ba8e08133,655d5a177086282ba8e0815a
655e239691d67ee903e57178,13582,Collision,Jul,Jul,51-60,more than 7,Third Party,3,1996,1,19690,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239691d67ee903e57179,13583,Collision,Apr,Apr,31-40,more than 7,Third Party,3,1996,0,14031,655d395b7086282ba8e0813e,655d5a177086282ba8e08152
655e239691d67ee903e5717a,13584,Liability,Apr,Apr,21-30,7 years,Third Party,0,1996,0,57703,655d395b7086282ba8e08121,655d5a177086282ba8e08155
655e239691d67ee903e5717b,13585,Collision,Jul,Jul,31-40,6 years,Policy Holder,0,1996,0,18996,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239691d67ee903e5717c,13586,Liability,May,May,41-50,7 years,Policy Holder,6,1996,0,66263,655d395b7086282ba8e0813d,655d5a177086282ba8e08151
655e239691d67ee903e5717d,13587,Liability,Jul,Jul,41-50,7 years,Policy Holder,1,1996,0,55272,655d395b7086282ba8e0812d,655d5a177086282ba8e08158
655e239691d67ee903e5717e,13588,Collision,Aug,Aug,21-30,7 years,Third Party,3,1996,0,18635,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239691d67ee903e5717f,13589,Collision,Jan,Jan,51-60,new,Third Party,0,1996,1,12319,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239691d67ee903e57180,13590,All Perils,Jul,Jul,31-40,7 years,Third Party,0,1996,1,18545,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239691d67ee903e57181,13591,Collision,Jan,Feb,31-40,7 years,Third Party,0,1996,0,17551,655d395b7086282ba8e08133,655d5a177086282ba8e0815c
655e239691d67ee903e57182,13592,Liability,Sep,Sep,21-30,7 years,Third Party,2,1996,1,55616,655d395b7086282ba8e0813d,655d5a177086282ba8e08156
655e239691d67ee903e57183,13593,Collision,Sep,Sep,41-50,7 years,Policy Holder,0,1996,0,22420,655d395b7086282ba8e08124,655d5a177086282ba8e0815a
655e239691d67ee903e57184,13594,All Perils,Jul,Aug,31-40,7 years,Policy Holder,0,1996,0,28605,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239691d67ee903e57185,13595,All Perils,Sep,Oct,51-60,more than 7,Policy Holder,0,1996,0,34192,655d395b7086282ba8e0813f,655d5a177086282ba8e08154
655e239691d67ee903e57186,13596,Liability,Sep,Oct,41-50,7 years,Third Party,4,1996,0,57186,655d395b7086282ba8e08125,655d5a177086282ba8e0815a
655e239691d67ee903e57187,13597,Liability,Apr,Apr,31-40,6 years,Policy Holder,0,1996,0,52572,655d395b7086282ba8e08146,655d5a177086282ba8e0815c
655e239691d67ee903e57188,13598,Collision,Apr,Apr,31-40,7 years,Policy Holder,4,1996,0,10164,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239691d67ee903e57189,13599,Collision,Feb,Feb,31-40,6 years,Third Party,4,1996,0,16563,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239691d67ee903e5718a,13600,Liability,Feb,Feb,41-50,6 years,Policy Holder,0,1996,0,69695,655d395b7086282ba8e08146,655d5a177086282ba8e08159
655e239691d67ee903e5718b,13601,Liability,Feb,Feb,41-50,7 years,Policy Holder,2,1996,0,50519,655d395b7086282ba8e08125,655d5a177086282ba8e08158
655e239691d67ee903e5718c,13602,Collision,Jun,Jun,31-40,7 years,Third Party,0,1996,1,16864,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239691d67ee903e5718d,13603,Collision,Jul,Jul,21-30,7 years,Third Party,7,1996,0,15369,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239691d67ee903e5718e,13604,Collision,Sep,Sep,21-30,6 years,Policy Holder,0,1996,0,12175,655d395b7086282ba8e0813e,655d5a177086282ba8e08156
655e239691d67ee903e5718f,13605,Liability,Sep,Sep,51-60,7 years,Third Party,0,1996,0,65742,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239691d67ee903e57190,13606,All Perils,Oct,Oct,61-70,more than 7,Third Party,1,1996,0,20240,655d395b7086282ba8e08124,655d5a177086282ba8e08156
655e239691d67ee903e57191,13607,All Perils,Dec,Dec,31-40,6 years,Policy Holder,4,1996,0,28153,655d395b7086282ba8e0811f,655d5a177086282ba8e08152
655e239691d67ee903e57192,13608,All Perils,Jan,Feb,41-50,7 years,Policy Holder,5,1996,0,27866,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239691d67ee903e57193,13609,Collision,Jan,Jan,31-40,6 years,Policy Holder,0,1996,0,15959,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239691d67ee903e57194,13610,All Perils,Feb,Feb,71-80,more than 7,Policy Holder,1,1996,1,16557,655d395b7086282ba8e08133,655d5a177086282ba8e08159
655e239691d67ee903e57195,13611,Liability,Feb,Feb,20-Nov,new,Policy Holder,7,1996,0,61234,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239691d67ee903e57196,13612,Collision,Jul,Jul,31-40,7 years,Policy Holder,7,1996,1,27026,655d395b7086282ba8e0811f,655d5a177086282ba8e0815b
655e239691d67ee903e57197,13613,Collision,May,Jun,51-60,more than 7,Third Party,3,1996,1,13308,655d395b7086282ba8e08124,655d5a177086282ba8e08157
655e239691d67ee903e57198,13614,Collision,May,Jun,51-60,more than 7,Policy Holder,4,1996,1,15084,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239691d67ee903e57199,13615,Collision,Sep,Sep,21-30,6 years,Policy Holder,3,1996,0,18904,655d395b7086282ba8e08133,655d5a177086282ba8e08158
655e239691d67ee903e5719a,13616,All Perils,Oct,Oct,71-80,more than 7,Third Party,3,1996,0,24314,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239691d67ee903e5719b,13617,All Perils,Jul,Jul,21-30,7 years,Third Party,0,1996,1,27953,655d395b7086282ba8e08124,655d5a177086282ba8e08150
655e239691d67ee903e5719c,13618,Collision,Oct,Oct,51-60,7 years,Third Party,0,1996,1,21548,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239691d67ee903e5719d,13619,Liability,Sep,Sep,21-30,7 years,Policy Holder,0,1996,0,58249,655d395b7086282ba8e08146,655d5a177086282ba8e08157
655e239691d67ee903e5719e,13620,Collision,Dec,Dec,31-40,5 years,Policy Holder,1,1996,0,19794,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239691d67ee903e5719f,13621,Collision,Dec,Dec,21-30,5 years,Policy Holder,0,1996,1,18660,655d395b7086282ba8e0812c,655d5a177086282ba8e08152
655e239691d67ee903e571a0,13622,Collision,Aug,Aug,41-50,more than 7,Policy Holder,4,1996,0,28240,655d395b7086282ba8e0812e,655d5a177086282ba8e08158
655e239691d67ee903e571a1,13623,Liability,Jul,Jul,41-50,more than 7,Third Party,0,1996,0,67030,655d395b7086282ba8e0813d,655d5a177086282ba8e08155
655e239691d67ee903e571a2,13624,Collision,Dec,Dec,21-30,6 years,Policy Holder,0,1996,0,24791,655d395b7086282ba8e08137,655d5a177086282ba8e08156
655e239691d67ee903e571a3,13625,Liability,Dec,Dec,61-70,more than 7,Policy Holder,5,1996,1,62035,655d395b7086282ba8e0813d,655d5a177086282ba8e08159
655e239691d67ee903e571a4,13626,Collision,Jul,Sep,21-30,5 years,Policy Holder,0,1996,0,65469,655d395b7086282ba8e0812d,655d5a177086282ba8e08155
655e239691d67ee903e571a5,13627,Liability,Oct,Oct,51-60,7 years,Policy Holder,1,1996,0,63530,655d395b7086282ba8e08134,655d5a177086282ba8e0815c
655e239691d67ee903e571a6,13628,All Perils,Oct,Oct,51-60,6 years,Policy Holder,3,1996,0,20819,655d395b7086282ba8e0812c,655d5a177086282ba8e08156
655e239691d67ee903e571a7,13629,All Perils,Jun,Jun,51-60,more than 7,Policy Holder,0,1996,0,25991,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239691d67ee903e571a8,13630,Collision,Apr,Apr,21-30,6 years,Policy Holder,0,1996,0,15324,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239691d67ee903e571a9,13631,All Perils,Jul,Sep,41-50,more than 7,Policy Holder,3,1996,1,10806,655d395b7086282ba8e0812c,655d5a177086282ba8e08157
655e239691d67ee903e571aa,13632,Liability,Dec,Feb,41-50,more than 7,Policy Holder,1,1996,1,52913,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239691d67ee903e571ab,13633,Collision,Aug,Aug,31-40,more than 7,Policy Holder,0,1996,0,24334,655d395b7086282ba8e0811f,655d5a177086282ba8e0815c
655e239691d67ee903e571ac,13634,All Perils,Aug,Aug,31-40,5 years,Policy Holder,1,1996,0,24453,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239691d67ee903e571ad,13635,Liability,Mar,Mar,31-40,6 years,Policy Holder,2,1996,1,63427,655d395b7086282ba8e0812b,655d5a177086282ba8e08159
655e239691d67ee903e571ae,13636,Collision,Jul,Jul,51-60,7 years,Third Party,3,1996,1,27931,655d395b7086282ba8e08124,655d5a177086282ba8e08158
655e239691d67ee903e571af,13637,Liability,Mar,Mar,21-30,6 years,Policy Holder,4,1996,0,57477,655d395b7086282ba8e0813d,655d5a177086282ba8e08152
655e239691d67ee903e571b0,13638,Liability,Apr,May,21-30,7 years,Policy Holder,7,1996,1,58269,655d395b7086282ba8e08146,655d5a177086282ba8e0815a
655e239691d67ee903e571b1,13639,All Perils,Jun,Jun,51-60,7 years,Policy Holder,0,1996,0,13410,655d395b7086282ba8e08147,655d5a177086282ba8e08157
655e239691d67ee903e571b2,13640,Liability,Oct,Oct,31-40,7 years,Policy Holder,2,1996,0,62508,655d395b7086282ba8e0813d,655d5a177086282ba8e08159
655e239691d67ee903e571b3,13641,All Perils,Apr,Apr,51-60,7 years,Policy Holder,0,1996,1,19052,655d395b7086282ba8e08149,655d5a177086282ba8e0815a
655e239691d67ee903e571b4,13642,Liability,Apr,Apr,21-30,5 years,Policy Holder,4,1996,0,54574,655d395b7086282ba8e08134,655d5a177086282ba8e08156
655e239691d67ee903e571b5,13643,Collision,Mar,Apr,21-30,5 years,Third Party,0,1996,0,18931,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239691d67ee903e571b6,13644,Collision,Mar,Apr,51-60,7 years,Third Party,2,1996,1,17145,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239691d67ee903e571b7,13645,Collision,Mar,Mar,21-30,6 years,Policy Holder,0,1996,1,21335,655d395b7086282ba8e08133,655d5a177086282ba8e08159
655e239691d67ee903e571b8,13646,Collision,Aug,Sep,51-60,more than 7,Policy Holder,0,1996,0,17507,655d395b7086282ba8e08147,655d5a177086282ba8e08156
655e239691d67ee903e571b9,13647,All Perils,May,Nov,41-50,6 years,Policy Holder,3,1996,1,16801,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239691d67ee903e571ba,13648,All Perils,May,May,41-50,6 years,Policy Holder,2,1996,1,22066,655d395b7086282ba8e08149,655d5a177086282ba8e08151
655e239691d67ee903e571bb,13649,Liability,Sep,Sep,31-40,7 years,Policy Holder,6,1996,0,59370,655d395b7086282ba8e08143,655d5a177086282ba8e0815c
